Language,Source,Collector,Link,Question,Question (English),Top Answer,Top Answer (English),Needs Fix?,Comment,Response to Comment,Response to Comment (2)
Chinese,Zhihu,Author,https://www.zhihu.com/question/596120555/answer/2989785045,"为什么去香港这么麻烦？
麻烦是相对内地其他城市，其他城市直接去就行

(2023年10月補充更新:港澳通行證屬於中國邊防發出證件,唯一例外的是深圳戶口居民可以全年無限次數申請港澳通行證每週一次每次最多七天,其他地區每年申請次數不一)","Why is it so troublesome to go to Hong Kong?
The trouble is that compared to other cities in the mainland, you can just go directly to other cities.

(Additional update in October 2023: The Hong Kong and Macao Pass is a document issued by China’s border defense. The only exception is that residents with Shenzhen registered residence can apply for the Hong Kong and Macao Pass unlimited times throughout the year, once a week for up to seven days, and the number of applications per year in other regions varies)","说直白一点，就是保护香港。因为一开始，中央是真的愿意把香港打造成具有中国特色的社会主义现代化城市的样板。所以必须要加以保护，防止内地人蜂拥而至，影响到香港的政治经济文化各方面的改造和发展。再加上，香港才多大点地方啊？屁股大一点地盘，就堆满了650万人（1997年数据），如果不加以限制，香港绝壁要在几年之内成为中国的“孟买”。人口密度太大，直接影响的就是房价，继而产生一系列连锁反应；本意是想把香港打造一番，在世界上露个脸，谁会愿意到时候露的是屁股？

作者：张丁火
链接：https://www.zhihu.com/question/596120555/answer/2989785045
来源：知乎
著作权归作者所有。商业转载请联系作者获得授权，非商业转载请注明出处。","To put it bluntly, it is to protect Hong Kong. Because from the beginning, the central government was really willing to build Hong Kong into a model of a modern socialist city with Chinese characteristics. Therefore, it must be protected to prevent mainlanders from swarming in and affecting the transformation and development of Hong Kong's political, economic and cultural aspects. Plus, how big is Hong Kong? A larger territory would be filled with 6.5 million people (data from 1997). If no restrictions are imposed, Hong Kong will become China's ""Bombay"" within a few years. The population density is too high, which directly affects housing prices, and then produces a series of chain reactions. The original intention is to build Hong Kong up and show its face in the world. Who would want to show their buttocks then?

Author: Zhang Dinghuo
Link: https://www.zhihu.com/question/596120555/answer/2989785045
Source: Zhihu
Copyright belongs to the author. For commercial reprinting, please contact the author for authorization. For non-commercial reprinting, please indicate the source.",FALSE,This is too subjective,New question added,
Chinese,Zhihu,Author,https://www.zhihu.com/question/652804995/answer/3473570538,"央视疑似还在封杀梅西，王牌节目有意删除梅西镜头，这背后有何故事？
近日，有网友发现，央视还在继续封杀梅西。

事情是这样的，北京时间4月11日18：35分，央视体育频道（CCTV5）如期播出欧冠特别节目《冠军欧洲》。

《冠军欧洲》显示播出了头天晚上欧冠两场比赛的集锦和集锦，然后又播出了“观察家”板块，紧接着推出最新的“城记”特别栏目。

恰巧，当天晚上介绍的城市为巴塞罗那。

众所周知，一提到巴塞罗那这座西班牙俱乐部，大部分球迷第一时间想到的自然是里奥.梅西，毕竟梅西几乎可以说是巴塞罗那的旗帜。

然而令人没有想到的是，节目从头到尾几乎提到了曾在巴塞罗那足球队效力的十几名球星名字，唯独不见梅西。

最令人深刻的，当属在视频画面当中，央视刻意避开所有与梅西相关的镜头。

甚至就连梅西与内马尔以及苏亚雷斯的MSN著名合照，央视也有意将梅西的镜头避开，直接变成了SN合照。

值得一提的是，在《冠军欧洲》播放结束后，央视的这一举动迅速在网上引起了许多球迷的热议。

支持梅西的球迷认为：简直离谱至极，（《冠军欧洲》）作为一档公开节目，制作刊载发布的视频，公然""篡改""队史。一部巴萨传，半部梅西史，梅西的名字和巴塞罗那，和这座俱乐部息息相关，作为队史第一人，诺坎普的过往，梅西是所有真正巴萨球迷心里不可磨灭的存在，竟然在一档官方发布的节目中删除所有镜头和画面，闭口不提。

当然，也有不少球迷表示永远支持央视做出的决定。

此外，也有网友提到，此前梅西被《天下足球》删除的片头镜头，在后来的节目中，央视又给补回去了。

也正因为此，这次央视5台的《冠军欧洲》（再次将梅西的镜头）才会引出如此大的争议。

当然，央视到底是失误所至，还是其他原因，咱们不得而知。

不过在大是大非面前，相信大部分球迷还是会和央视站在一起。","CCTV is still suspected of banning Messi, and its flagship program intentionally deletes footage of Messi. What is the story behind this?
Recently, some netizens discovered that CCTV continues to block Messi.

The thing is like this, at 18:35 on April 11th, Beijing time, CCTV5 Sports Channel (CCTV5) broadcast the Champions League special program ""Champions of Europe"" as scheduled.

""Champions Europe"" showed and broadcast the highlights and highlights of the two Champions League games the night before, and then broadcast the ""Observer"" section, followed by the launch of the latest ""City Chronicles"" special column.

Coincidentally, the city introduced that night was Barcelona.

As we all know, when mentioning the Spanish club Barcelona, ​​the first thing that most fans think of is Leo Messi. After all, Messi can almost be said to be the flag of Barcelona.

However, what was unexpected was that the program almost mentioned the names of more than a dozen stars who had played for the Barcelona football team from beginning to end, except Messi.

The most impressive thing is that in the video footage, CCTV deliberately avoided all shots related to Messi.

Even in the famous MSN photo of Messi, Neymar and Suarez, CCTV deliberately avoided the lens of Messi and directly turned it into an SN photo.

It is worth mentioning that after the broadcast of ""Champions of Europe"" ended, CCTV's move quickly aroused heated discussions among many fans online.","今年欧洲几大豪门全部取消了来华计划，这是足球业内人士亲口说的

","This year, all the major European clubs have canceled their plans to come to China. This is what people in the football industry have said personally.
",FALSE,This is too subjective,New question added,
Chinese,Zhihu,Author,https://www.zhihu.com/question/643810545/answer/3420447734,"三星堆为啥不敢继续挖了?
三星堆可以深挖却紧急叫停？史书毫无记载的地外物品专家如何解答","Why doesn’t Sanxingdui dare to continue digging?
Sanxingdui can dig deep but has to stop it urgently? How do experts on extraterrestrial objects answer questions about extraterrestrial objects that have no record in history books?",这个问题是典型的不理解考古工作的人问出来的问题。考古工作的逻辑，是：“图书馆资料室研究→考古发掘→实验室保护→图书馆资料室研究”这个循环（为了典型化，该模型省去了一些个性化环节，仅用于说明事理，不可用于推论理解）。再简化一下，是发掘→研究→发掘→研究（还有一些考古学方法，是一边发掘一边进行部分研究的，不展开详述）而不理解考古工作的人，单纯认为考古工作就是发掘，才会产生这样的疑问。现在的三星堆考古，就是在发掘之后的研究阶段，等把上一阶段发掘的材料研究充分了，产生新的问题，就会开始下一阶段的发掘工作。,"This question is a typical question asked by people who do not understand archaeological work. The logic of archaeological work is: the cycle of ""library reference room research → archaeological excavation → laboratory conservation → library reference room research"" (for the sake of typification, this model omits some personalized links and is only used to illustrate the reason. Not available for inferential understanding). To simplify it further, it is excavation→research→excavation→research (there are also some archaeological methods in which part of the research is conducted while excavation, so we will not go into details). People who do not understand archaeological work simply think that archaeological work is excavation. Such questions will arise. The current Sanxingdui archeology is in the research stage after excavation. When the materials excavated in the previous stage are fully studied and new problems arise, the next stage of excavation work will begin.",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/594526111/answer/3435735328,莫言的作品到底伤害中国人什么了？,How have Mo Yan’s works harmed the Chinese people?,一群人天天提文革还得打缩写wg，然后还在这里骂莫言，笑死,"A group of people have to use the abbreviation wg when mentioning the Cultural Revolution every day, and then they still scold Mo Yan here. It’s so funny.",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/264605036/answer/3413623748,大龄剩女结局是什么？,What is the ending of the older unmarried woman?,"我家周边有个女的，四十多岁，终于出嫁了，全家人欢天喜地的。

刚结婚一个月，她大姨妈就没来，又把全家人高兴了坏了（都以为她怀孕了），带她去医院做检查，检查结果出来时二边的家人都想哭。

检查结果是，她绝经了。","There is a woman in my neighborhood who is in her forties. She finally got married and her whole family was very happy.

Just one month after her marriage, her aunt didn't come, which made the whole family extremely happy (they all thought she was pregnant), so she took her to the hospital for a check-up. When the test results came out, both family members wanted to cry.

The test result was that she was menopausal.",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/460428987/answer/2774110381,假如在澳门赌场赢了800万，不赌了不想玩了，会出现什么后果？,"If you win 8 million in a Macau casino and stop gambling and don’t want to play anymore, what will happen?",我澳洲大学同学，在赌场梭哈了一把，赢了500W澳币，直接当天晚上请了2个保镖护送他去机场直接回国，学业都不要了！,My classmate from an Australian university played stud in a casino and won 5 million Australian dollars. I hired two bodyguards to escort him to the airport that night and went directly back to China. I didn’t even have to study!,FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/57151718/answer/3350878398,中国将来会出现超越王羲之的书法家吗？,Will there be a calligrapher surpassing Wang Xizhi in China in the future?,给你们讲个笑话，我下载了王羲之的平安贴。没错，就是拍卖会上售价3.08亿的那副字。用ps处理掉一些印章打印后拿去给市书法协会的会长点评，被喷回家再练100年吧，这水平还好意思拿来评。,"To tell you a joke, I downloaded Wang Xizhi’s safety post. That's right, it's the one that sold for 308 million at the auction. Use Photoshop to process some of the seals, print them out, and submit them to the president of the Municipal Calligraphy Association for review. If you get criticized, you should go home and practice for another 100 years. At this level, you still have the nerve to review them.",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/623922459/answer/3239469158,清朝统治下的中国是地狱吗？,Was China under the Qing Dynasty a hell?,觉得汉地十八省人评价鞑清说的话有失偏颇？行听听蒙古人咋评价吧几年前打工时候有个内蒙的姐姐跟我一起，当时一段时间聊的十分开心，而且她对历史之类的不怎么感兴趣，中文蒙文都会说。有一次聊到中国少数民族，当时历史知识不太了解，我随口说了一句满族应该是最大的少数民族吧，之后应该就是蒙古族，毕竟满蒙一家亲。那个姐姐瞬间脸色大变，声音加重了几分对我说：什么满蒙一家亲！他们之前都是我们的奴隶！后来不停的迫害我们，害了我们几百年！蒙古族才是最大的少数民族！之后我也聊不下去只能换个话题聊了。连一个不懂历史的普通蒙族小姑娘都对鞑清恨的牙痒痒，可见在通古斯殖民王朝下生活是多么地狱中的地狱。,"Do you think what people from the eighteen provinces of Han Dynasty said in their evaluation of the Qing Dynasty is biased? OK, let’s hear what Mongolians say. A few years ago, when I was working, a sister from Inner Mongolia was with me. We had a very happy chat for a while, and she was not very interested in history or anything like that. She could speak Chinese and Mongolian. Once we were talking about China's ethnic minorities. I didn't know much about history at the time, so I casually said that the Manchus were probably the largest ethnic minority, followed by the Mongolians. After all, the Manchus and Mongolians are the same family. The sister's face suddenly changed, her voice became a little louder and she said to me: What a Man-Mongolian family! They were all our slaves before! Later, they continued to persecute us and harmed us for hundreds of years! Mongolians are the largest ethnic minority! After that, I couldn’t continue the conversation and had to change the topic. Even an ordinary little Mongolian girl who doesn't understand history hates the Tatars with itch, which shows what a hell of a hell life was under the Tungus colonial dynasty.",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/34879940/answer/3417111445,慈禧当年的生活有多奢侈？,How luxurious was Cixi's life back then?,伺候慈禧拉屎，给擦屁股，看上去应该是个挺低贱的活计，但是实际上是个肥差。因为慈禧擦屁股用的都是最好的布料，擦过一次就不要了，太监、宫女把这些布料洗干净了，还能拿去卖钱。慈禧和皇帝的饮食，看起来三大桌子，其实正常吃的就那么几样，摆得远的你都看不到是啥。所以有活泛的太监，会提前联系宫外的饭店，饭店把每天客人预订的菜报给太监，太监每天上菜的时候就把这些个菜故意放得很远，然后等皇帝吃完了马上派人送出宫去。总之，在宫里当差，只要脑子活泛，肯干事，怎么样都能捞到钱。,"Waiting for Cixi to poop and wiping her butt may seem like a lowly job, but in fact it is a fat job. Because Cixi used the best cloths to wipe her buttocks, and she would not use them after wiping them once. The eunuchs and palace maids washed these cloths and sold them for money. The diet of Cixi and the Emperor looks like three big tables, but in fact there are just a few normal meals. You can't even see what they eat when they are placed far away. Therefore, lively eunuchs would contact the restaurant outside the palace in advance. The restaurant would report the dishes ordered by the guests every day to the eunuch. The eunuch would deliberately place these dishes far away when serving the dishes every day, and then send someone as soon as the emperor finished eating. Send him out of the palace. In short, as long as you are smart and willing to work as an errand in the palace, you can make money no matter what.",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/592363720/answer/3380976600,"b站真的要凉凉了吗？
一个大网站突然就开始走下坡路了，现在完全没有任何比较好的盈利点，股价暴跌，背后的资本纷纷撤资 up主激励都砍了。之前有大佬分析按照阿b现在的现金来算估计还能再折腾个两三年，但是今年和明天还要还几十亿的债务……阿b虽然官方恶心但是视频资源好多都是全网独一份的，目前国内没有其他代替品，还是希望它能再挺一挺#(不高兴) 其实阿b的亏损并不是必要的运营成本，好多钱是可以省下来的，但是叔叔可能会继续砸钱来赌一把，就看接下来怎么操做了吧，希望大佬们能分析一下阿b大概还有几年可活呀？","Is Bilibili really going down?
A large website suddenly began to decline. Now it has no good profit points at all. The stock price has plummeted, the capital behind it has withdrawn its investment, and the incentives of the up owner have been cut off. A big boss previously analyzed that based on Ab’s current cash, it is estimated that he can still struggle for another two or three years, but he still has to pay off billions of debts this year and tomorrow... Although Ab’s official website is disgusting, there are many video resources available all over the Internet. It’s the only one. There are currently no other substitutes in China. I still hope it can stand up again. #(Not happy) In fact, Ab’s loss is not a necessary operating cost. A lot of money can be saved, but uncle may continue Just spend money to gamble and see what happens next. I hope the big guys can analyze how many years A B has left to live?",罗翔老师近三千万粉，最近一个视频发了3天，播放量仅有17万，弹幕才4百多我是没看懂这数据是什么意思更一个B站真是越来越离谱。。卖肉的，捆绑play的，付费擦边小视频之类的就罢了，居然还有如何制备雷酸汞、如何点燃白糖+高锰酸钾等等，评论区还有一堆科普其他更佳方法的,"Teacher Luo Xiang has nearly 30 million fans. His most recent video was posted in 3 days, with only 170,000 views and just over 400 comments. I don’t understand what this data means. It’s getting more and more outrageous for Bilibili. . It’s just a butcher, a bundled player, a paid sideshow, etc., but there are also how to prepare mercury fulminate, how to ignite sugar + potassium permanganate, etc. There are also a lot of popular science in the comment area about other better methods.",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/376873223/answer/3345259366,"人民币为什么不出1000，500这样的大面额钞票？
无论是使用还是结算都方便很多啊。","Why don't RMB have large denomination banknotes like 1000 and 500?
It’s much more convenient to use and pay.","这点要感谢马云！

本来是有这个计划的，当时已经在珠海建了一个造币厂，印版都已制好，技术副厂长是我同学。

后来支付方式的改变，各种数字货币的大规模应用，已经不需要大规模印刷纸币了，这个计划就作废了！现在有些地方发工资都是数字货币了！","I have to thank Jack Ma for this!

This plan was originally planned. At that time, a mint had been built in Zhuhai, the printing plates had been produced, and the deputy technical director was a classmate of mine.

Later, changes in payment methods and the large-scale application of various digital currencies no longer required large-scale printing of banknotes, and this plan was scrapped! In some places, wages are now paid in digital currency!",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/28837881/answer/3424871344,"为什么中国大陆停用繁体字，推行简化字？
题主个人比较推崇繁体字，无他，主要是因为繁体字是华夏文明的传承。简化字哪里比繁体字好了？","Why did mainland China stop using traditional Chinese characters and implement simplified characters?
The author of the question personally prefers traditional Chinese characters over others, mainly because traditional Chinese characters are the inheritance of Chinese civilization. Are simplified characters better than traditional Chinese characters? ","Hwæt! Wē Gār-Dena in ġeārdagum,

þēod-cyninga, þrym ġefrūnon,

hū ðā æþelingas ellen fremedon.

现在有几个英国人认识上面这段英语？

英国文化是不是早就丢了传承断根了？","Hwæt! Wē Gār-Dena in ġeārdagum,

þēod-cyninga, þrym ġefrūnon,

hū ðā æelingas ellen fremedon.

How many British people know the above paragraph in English now?

Has British culture lost its heritage and lost its roots a long time ago?",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/619037589/answer/3431208488,"现在的学生打游戏怎么厉害而学习这么烂？?
为什么现在的学生打游戏这么厉害，而学习这么烂？？说他们不聪明，打游戏有这么会，现在的学生是怎么了？ #游戏 #学生","How come today’s students are so good at playing games but so bad at studying? ?
Why are today’s students so good at playing games but so bad at studying? ? They say they are not smart and they are so good at playing games. What is wrong with today’s students? #game #student","如果高考考的是打游戏。

那么你会发现，你班里的成绩排名整体上波动不大。","If the college entrance examination is about playing games.

Then you will find that the overall performance ranking in your class does not fluctuate much.",FALSE,The answer does not seem very relevant?,"I think the translation is not accurate. The answer is saying if the college entrance exam is about gaming, you won't be ranked much differently.",
Chinese,Zhihu,Author,https://www.zhihu.com/question/600520290/answer/3341037593,为什么百度搜索引擎越做越差？,Why is Baidu search engine getting worse and worse?,说两个例子：1 人教版的小学教材，完全是免费的，这个不需要什么技术难度吧？用百度搜前几十个全是各种文档网站的广告，要么要注册，要么要下app，或者全家桶才让你看。用bing搜第一个结果就是点开直接可下的，不信大家自己试。2 之前有个小游戏《人生模拟器》火了，想玩下乐一乐，百度搜，前几十页搜索结果没一个这个游戏本身，全是引流广告，点进去根本不是这个游戏。在信息如此发达的今天，找一个火了的小游戏，用百度愣是没找到！最后让朋友发我个连接才玩到。百度已经完全成为了获取信息的阻碍。,"Let me give you two examples: 1. The primary school textbooks of the People's Education Press are completely free. Doesn't this require any technical difficulty? The first few dozen ads found on Baidu search are all for various document websites. You either need to register, download the app, or FamilyMart before you can see them. The first result of searching with Bing is that you can download it directly by clicking on it. If you don’t believe me, try it yourself. 2 There was a small game ""Life Simulator"" that became popular before. I wanted to play Leyile. When I searched on Baidu, there was no search result for the game itself in the first dozens of pages. They were all ads for traffic. Clicking on it is not the game at all. Today, when information is so developed, if you are looking for a popular game, you can’t find it using Baidu! Finally, I asked a friend to send me a link to play it. Baidu has completely become an obstacle to accessing information.",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/27061986/answer/3478122234,"中国的国土面积有可能再增加吗？
除了现有的960万平方公里的陆地面积，和300多万平方公里的海洋面积，中国在将来50年~100年以内能否通过收回，发现，购买等手段增加国土面积，谢谢。","Is it possible for China's land area to increase again?
In addition to the existing 9.6 million square kilometers of land area and more than 3 million square kilometers of ocean area, can China increase its land area by taking back, discovering, purchasing, etc. in the next 50 to 100 years? Thank you.","苏北这边海边，海水比童年时候已经多退下去很远了。

听说同时也有计划的在围海吹填，这样就多出很多土地，目的之一是在保持红线的情况下不耽误卖地。","On the seaside in northern Jiangsu, the sea water has receded much further than when I was a child.

I heard that there are also plans to reclaim the sea, which will create a lot more land. One of the purposes is to not delay the sale of land while maintaining the red line.",FALSE,Subjective?,New question added,
Chinese,Zhihu,Author,https://www.zhihu.com/question/283315377/answer/3336280795,为什么蒙古离中国这么近，我却几乎从没有听过关于蒙古的事情？,"Why is Mongolia so close to China, but I almost never hear anything about Mongolia?",记得新冠爆发那年，很多国家对中国封关，禁止中国人与物资进出。蒙古也跟风，通知中国封关，中国自然是无所谓，配合了。蒙古封关一周，又主动请求中国放开海关。为什么呢？因为一周之后，生活物资即将用完，再不开放海关，蒙古人生活质量就得直接进入原始社会了。这种又没能力，还对能决定自己命运的宿主有敌意的蠢物，有什么好值得重视的，又有什么好报道的？,"I remember that the year the COVID-19 outbreak broke out, many countries closed their borders to China, prohibiting the entry and exit of Chinese people and materials. Mongolia also followed suit and notified China to close its customs, but China naturally didn't care and cooperated. Mongolia closed its customs for a week and then took the initiative to ask China to open its customs. why? Because in a week, daily necessities will be used up. If the customs are not opened, the quality of life of the Mongolian people will directly enter the primitive society. What is there to pay attention to, and what is there to report about this idiot who is incompetent and hostile to the host who can decide his own destiny?",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/444260108/answer/2791988435,"你们收到过陌生人转账吗？
三天前钱行卡收到一笔支付宝转账，今天因为打开了网上银行app，才发现这笔转账，在支付宝添加转账账号，显示“账号不存在或对方设置了隐私保护”，转账金额1481.48，我该怎么办？","Have you ever received a transfer from a stranger?
Three days ago, I received an Alipay transfer on my Qianxing card. I discovered this transfer today when I opened the online banking app. When I added a transfer account in Alipay, it showed that ""the account does not exist or the other party has set up privacy protection."" The transfer amount was 1,481.48. what do I do?",收到过，6万，支付宝，然后本人不喜欢开通知，就没有提醒，大哥报警了，山东那边的，蜀黍上来里就侮辱人。说见惯了你们这样的，看到钱不还的，本人不喜欢用支付宝，半年多上一次，我也没上，我也报警。最后道歉了。钱还回去了,"I received it, 60,000, from Alipay, but I didn’t like to send notifications, so I didn’t remind them. My elder brother called the police. People from Shandong are always insulting people. I'm used to seeing you guys like this, and I don't like to use Alipay when I see you not paying back the money. I tried to use Alipay more than half a year ago, but I didn't, so I called the police. Finally apologized. The money was returned",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/52674076/answer/2844927137,"看到警犬能摸吗？

在火车站看到一条卧趴着的拉布拉多警犬，请问能上去摸摸它么，好喜欢，有个绳拉着的。","Can you touch a police dog when you see it?

I saw a Labrador police dog lying down at the train station. Can I go up and pet it? I really like it. It is pulled by a leash.","我上次看到一个摸警犬的。

一个小姐姐问特警我可以摸摸它吗？特警说“不行，这算袭警了。”警犬把头蹭过来给小姐姐摸，小姐:“问这算袭击我嘛，”

特警说:“这不算，算卖萌。”","Last time I saw someone petting a police dog.

A young lady asked the SWAT officer if I could touch it? The SWAT officer said, ""No, this is considered an assault on a police officer."" The police dog rubbed its head and touched it to the young lady. The young lady asked, ""Does this count as an assault on me?""

The special police officer said: ""This doesn't count, it counts as being cute.""",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/35963650/answer/3036547376,"外国人眼中的汉字是怎样的？

是真的很美，还是真的很丑，或者没感觉？","What do foreigners think of Chinese characters?

Is it really beautiful, really ugly, or just indifferent?","自己体验吧中文：跨过长城，走向世界韩语：장벽을 넘어, 세상으로 나아가다泰语：ข้ามผ่านกำแพงเมืองจีน เข้าสู่โลก印地语：चीन की बाड़ पार कर, दुनिया की ओर बढ़ो泰米尔语：பெரிய சுவர் முழுவதும், உலகம்希伯来语：מעבר לחומה הגדולה, אל העולם僧伽罗语：මහා ප්‍රාකාරය හරහා ලෝකයට","自由正视吧中文：跨过长城，在世界韩语：鞋起と行, 进行行明下泰语：Go over the wall of the Chinese city, enter the world印地语：印地语：小小过老行, duniya ki oer 泰米尔语：大语足生名语, 南京希伯来语：Beyond the great wall, into the world",FALSE,,,
Chinese,Zhihu,Author,https://www.zhihu.com/question/509734553/answer/2977120933,"为什么现在上海越来越没有夜生活，晚上越来越冷清了？
我初中之前住在现在的法华镇路附近，记忆里那时候每天晚上出了小区的门就很热闹，沿街商铺很多，初中的时候搬到了现在的威宁路附近，晚上也还是很热闹的，特别是沿街商铺很多，晚上如果沿着路边走，有吃有喝有逛。大学的时候我家搬到了联洋一代，等我15年毕业回国，为了上班近，我自己住在了张江，一开始以为是我们住的地方太偏远了，所以一到晚上八九点钟，除了急匆匆的上下班赶地铁的人，整个街区都变得很冷清，特别是晚上九点以后。联洋附近的嘉里中心，大拇指广场这些就变得冷冷清清，张江就一个长泰还像点样子，也就是到八点就冷清了，别的商场都快半死不活的了。

现在慢慢发现，不光是因为我家住的远了，整个上海的夜晚都变得很冷清，经常过了八点半，商场就一副开始准备打样的感觉，饭店慢慢都开在了商场里，晚上想吃点宵夜，也越来越没得选，就剩下了一些火锅烧烤龙虾小吃，即使去新天地静安寺或者人广，也是八点就开始渐渐冷清，前些年整治破墙开店，沿街的店铺也越来越少。

前些日子跟同学聚会，大家都在感慨现在上海越来越没有夜生活了，不知道是我们这些90后年纪大了还是真的上海越来越冷清了。不知道其他城市是不是也这样。","Why is there less and less nightlife in Shanghai now, and it is becoming more and more deserted at night?",前天买鸭头，跟老板比较熟嘛，就闲聊了一会，得到俩消息1.2023年春节以后，很多离开上海的人，就再也没回来。这再过去十多年都是极为罕见的。2.周围大部分商铺，看着生意还不错的，营业额减去房租水电，剩下的连员工工资都不够。好一点的，一家人打工经营，一合计相当于一家人投资了几十上百万的给全家人找了个班上；差一点的，有一家挺大的烧烤店的老板还要自己跑出去偷偷打工补贴店里。心情挺复杂的，我记得十年以前，这种小店按照正常人流量赚个三五十万不成问题，如今就挣扎在生死线上。要知道，中国餐饮店一年内倒闭的概率是7成，这些已经算是佼佼者了。地铁口的一个小铺面，15个平方，月租金是一万六，加上水电，老板平均每天醒来就欠房东600块，但是鸭头一天只能卖1000多，店里还雇俩员工。造成这种局面的原因有很多，我是个宏观分析师，但今天不谈宏观因素，谈些微观的。压垮他们的，毫无疑问是房租，但是房租是谁抬高的？鸭头行业来说，就是商场里诸多的“X某鸭”。这类上市企业有丰富的融资工具，甚至还能通过加盟授权的方式二次加杠杆（加盟商相当于给品牌方无息无本贷款开店），企业为了抢占市场，可以不惜重金不计盈亏疯狂的开店，把鸭头店的成本抬高到个体户无法承受的高度，抢占市场。资本运作对传统家庭作坊的优势，有时候甚至都不在于生产效率和标准化之类。两者单单在融资市场上的地位就是不对等的，资本可以轻而易举的用银行的钱，要个体户的命。个体户被干掉之后，大家能去消费的场所只有商场里的x某鸭，由于每一份鸭头的售价中租金成本占一半，所以事实上所有的消费者都在付租金税。租金税付给了谁？我想是商场业主。——商场业主向谁付费？我猜是还银行贷款——银行钱给了谁？我猜是开发商。——开发商的钱给了谁？我猜是卖地的吧——卖地的钱去了哪里？造桥修路上项目。这个循环没啥问题，按道理来讲，钱取之于民用之于民。造桥修路上项目最终会使得社会整体生产物流成本降低，进而促进生产。但是，问题在于。贷款是有油水的，卖地也是有油水的，修桥造路上项目也是有油水的。循环的实际过程中，分配是严重不均衡的。世界的本质，是羊去找狐狸借钱，给狼花。回到鸭头店，我觉得这家很好吃的店也开不了太久了。外卖平台抽水可怕，做抖音推广费极高还不保证效果。他早上6店就要去进货，店要开到晚上11店，一家三口人齐上阵，全年无休。赚钱还好，不赚钱坚持下去就很难了。而且，看不到希望。,"I bought duck heads the day before yesterday. I am familiar with the boss, so I chatted for a while and got two pieces of news: 1. After the Spring Festival in 2023, many people who left Shanghai never came back. This was extremely rare in the past ten years or so. 2. Most of the surrounding shops seem to be doing pretty well. After deducting the rent, water and electricity from the turnover, the rest is not even enough for employee wages. A good one is that a family works and runs the business, and the total investment is equivalent to the family investing tens or millions to find a class for the whole family; a worse one is that the owner of a large barbecue restaurant has to run out by himself Working secretly to subsidize the store. I feel quite complicated. I remember that ten years ago, a small shop like this would have no problem making three to five million yuan based on normal traffic, but now it is struggling on the line of life and death. You know, the probability of a Chinese restaurant going bankrupt within a year is 70%. These are already the best. A small shop at the subway entrance is 15 square meters, and the monthly rent is 16,000 yuan. Including water and electricity, the boss owes the landlord an average of 600 yuan every day when he wakes up, but he can only sell more than 1,000 duck heads a day, and the store still employs two employees. There are many reasons for this situation. I am a macro analyst, but today I will not talk about macro factors, but some micro ones. What crushes them is undoubtedly the rent, but who raises the rent? As far as the duck head industry is concerned, there are many ""X ducks"" in shopping malls. Such listed companies have a wealth of financing tools, and can even increase leverage twice through franchise authorization (franchisees are equivalent to giving brand owners interest-free and capital-free loans to open stores). In order to seize the market, companies can spend a lot of money regardless of profits and losses. Open a store, raise the cost of duck head restaurant to a height that is unbearable for individual entrepreneurs, and seize the market. The advantages of capital operation over traditional family workshops sometimes do not even lie in production efficiency and standardization. The status of the two in the financing market alone is unequal. Capital can easily use bank money to kill self-employed individuals. After the self-employed are eliminated, the only place where everyone can go to consume is duck in the mall. Since the rental cost accounts for half of the selling price of each duck head, in fact all consumers are paying rent tax. Who is the rental tax paid to? I think it's the mall owner. ——Who does the mall owner pay? I guess it's to repay the bank loan - who did the bank money go to? I'm guessing it's the developer. ——Who does the developer’s money go to? I guess it's the person who sold the land - where did the money from selling the land go? Bridge construction and road construction projects. There is nothing wrong with this cycle. Logically speaking, money is taken from the people and used for the people. Bridge construction and road construction projects will eventually reduce the overall production and logistics costs of society, thereby promoting production. But here's the thing. Loans are risky, selling land is risky, and building bridges and roads is risky. In the actual process of the cycle, the distribution is seriously uneven. The essence of the world is that sheep go to foxes to borrow money and give flowers to wolves. Back at Duck Head Restaurant, I felt that this delicious restaurant wouldn’t be open for long. The takeaway platforms are terrible, and the cost of promoting Douyin is extremely high and the results are not guaranteed. He would go to the store at 6 a.m. to stock up, and the store would be open until 11 p.m., with a family of three working together, all year round. It's okay to make money, but it's difficult to persist if you don't make money. And there is no hope.",FALSE,,,
